norm_energy,spectrum
0.81,1.5
0.82,1.5
0.83,1.5
0.83,1.5
0.84,1.6
0.84,1.6
0.85,1.6
0.85,1.6
0.85,1.7
0.85,1.7
0.86,1.7
0.86,1.7
0.86,1.8
0.86,1.8
0.87,1.8
0.87,1.9
0.88,1.9
0.88,1.9
0.89,1.9
0.89,1.9
0.90,1.9
0.90,1.9
0.90,1.9
0.90,1.8
0.91,1.8
0.91,1.8
0.91,1.8
0.91,1.7
0.92,1.7
0.92,1.7
0.92,1.6
0.92,1.6
0.93,1.6
0.93,1.6
0.93,1.6
0.94,1.5
0.94,1.5
0.95,1.5
0.96,1.5
0.97,1.5
0.98,1.5
